Title,Release_Year,Genre,Synopsis,Poster_URL,Movie_ID,Movie_URL,Duration,Certification,Voters,Rating,Path
The Scapegoat,(2012),Drama,"Set in 1952, as England prepares for the coronation, this movie tells the story of two very different men who have one thing in common - a face.","https://m.media-amazon.com/images/M/MV5BMmI3OTI1MmQtYjY1NC00NWIzLWEwOGItNjBmMWZmNGQ2OWQyXkEyXkFqcGdeQXVyMDY4MzkyNw@@._V1_QL75_UX280_CR0,3,280,414_.jpg",2084977,https://www.imdb.com/title/tt2084977/,118 min,UA 16+,"79,377",8.0,Posters/2084977.jpg
A Big Fat Family Christmas,(2022 TV Movie),"Comedy,Drama,Romance",Liv gets an assignment to photograph the Chang family's annual holiday party for a front-page story--nobody at work knows that they are her family. She wants to confide in new co-worker Henry but doesn't want to jeopardize her big break.,"https://m.media-amazon.com/images/M/MV5BNDkyNzllNjEtMDdiMi00ODA0LTliYmQtMjU0ZTViZDkwZjg0XkEyXkFqcGdeQXVyMTU4MzQzNDkx._V1_QL75_UX280_CR0,3,280,414_.jpg",22262600,https://www.imdb.com/title/tt22262600/,107 min,UA,"180,609",6.2,Posters/22262600.jpg
Dark River,(2017),"Drama,Mystery,Thriller","Following the death of her father, Alice (Ruth Wilson) returns to her home village for the first time in 15 years, to claim the tenancy to the family farm she believes is rightfully hers.","https://m.media-amazon.com/images/M/MV5BMTkzNDc3Mzg4NF5BMl5BanBnXkFtZTgwNzk5ODA4NDM@._V1_QL75_UX280_CR0,3,280,414_.jpg",5700176,https://www.imdb.com/title/tt5700176/,147 min,UA 7+,"124,723",7.0,Posters/5700176.jpg
The Midnight Sky,(2020),"Adventure,Drama,Sci-Fi","This post-apocalyptic tale follows Augustine, a lonely scientist in the Arctic, as he races to stop Sully and her fellow astronauts from returning home to a mysterious global catastrophe.","https://m.media-amazon.com/images/M/MV5BNDQwYjJjODMtOWNmNC00NDJjLThiNDgtNzVkOTM1MjY5NDQ5XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UX280_CR0,3,280,414_.jpg",10539608,https://www.imdb.com/title/tt10539608/,128 min,18,"151,055",7.3,Posters/10539608.jpg
Flight,(I) (2012),"Drama,Thriller","An airline pilot saves almost all his passengers on his malfunctioning airliner which eventually crashed, but an investigation into the accident reveals something troubling.","https://m.media-amazon.com/images/M/MV5BMTUxMjI1OTMxNl5BMl5BanBnXkFtZTcwNjc3NTY1OA@@._V1_QL75_UX280_CR0,3,280,414_.jpg",1907668,https://www.imdb.com/title/tt1907668/,46 min,A,"4,745",5.3,Posters/1907668.jpg
Terminator: Dark Fate,(2019),"Action,Adventure,Sci-Fi","An augmented human and Sarah Connor must stop an advanced liquid Terminator from hunting down a young girl, whose fate is critical to the human race.","https://m.media-amazon.com/images/M/MV5BNzhlYjE5MjMtZDJmYy00MGZmLTgwN2MtZGM0NTk2ZTczNmU5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",6450804,https://www.imdb.com/title/tt6450804/,98 min,R,"105,354",8.0,Posters/6450804.jpg
The Ballad of Buster Scruggs,(2018),"Comedy,Drama,Musical","Six tales of life and violence in the Old West, following a singing gunslinger, a bank robber, a traveling impresario, an elderly prospector, a wagon train, and a perverse pair of bounty hunters.","https://m.media-amazon.com/images/M/MV5BYjRkYTI3M2EtZWQ4Ny00OTA2LWFmMTMtY2E4MTEyZmNjOTMxXkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_QL75_UX280_CR0,3,280,414_.jpg",6412452,https://www.imdb.com/title/tt6412452/,115 min,18,"1,208",7.1,Posters/6412452.jpg
The Help,(2011),"Action,Adventure,Comedy",Four misfit campers must band together and conquer their fears in order to save the world during an alien invasion.,"https://m.media-amazon.com/images/M/MV5BMjAyNTE0MTQzNF5BMl5BanBnXkFtZTgwMjc2MzUwODM@._V1_QL75_UX280_CR0,3,280,414_.jpg",8179388,https://www.imdb.com/title/tt8179388/,90 min,Not Rated,"30,380",7.5,Posters/8179388.jpg
Rim of the World,(2019),"Comedy,Horror,Thriller",Teen best friends Abby and Gretchen grapple with an otherworldly demon that takes up residence in Gretchen's body.,"https://m.media-amazon.com/images/M/MV5BN2VmY2M4Y2QtODg4OS00MjY0LThjODUtZTM0MGYwOGUzNzY3XkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_QL75_UX280_CR0,3,280,414_.jpg",7830806,https://www.imdb.com/title/tt7830806/,331 min,All,"7,192",6.9,Posters/7830806.jpg
My Best Friend's Exorcism,(2022),"Action,Crime,Drama","In 1997 Rio de Janeiro, Captain Nascimento has to find a substitute for his position while trying to take down drug dealers and criminals before the Pope visits.","https://m.media-amazon.com/images/M/MV5BOGM5YWY0NjEtMDJkNS00ZWU0LWFlYWUtNWI1MTkwMzEyMWFkXkEyXkFqcGdeQXVyMTUwNjg3NTUw._V1_QL75_UX280_CR0,3,280,414_.jpg",861739,https://www.imdb.com/title/tt0861739/,111 min,UA,"462,833",8.1,Posters/861739.jpg
Tropa de Elite,(2007),"Documentary,Biography,Crime","Chronicles the bizarre and psychologically complex story of six individuals who were convicted for the 1985 murder of a beloved 68- year-old grandmother, Helen Wilson, in Beatrice, Nebraska.","https://m.media-amazon.com/images/M/MV5BYjk2ODFmZjctZTM5NC00ZjNiLWE5ZjgtZWU2Mjc0MDFiZGE1XkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_QL75_UX280_CR0,3,280,414_.jpg",20782578,https://www.imdb.com/title/tt20782578/,43 min,U,"504,392",8.0,Posters/20782578.jpg
Mind Over Murder,(2022),"Comedy,Drama,Fantasy",An atheist's life is turned upside down when God adds him as a friend on Facebook.,"https://m.media-amazon.com/images/M/MV5BMjI1NzgxOTgyMF5BMl5BanBnXkFtZTgwNjU1ODIyNjM@._V1_QL75_UX280_CR0,3,280,414_.jpg",7948998,https://www.imdb.com/title/tt7948998/,108 min,A,"77,725",7.7,Posters/7948998.jpg
You Can Count on Me,(2000),Drama,"An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids' point of view on the white families for which they work, and the hardships they go through on a daily basis.","https://m.media-amazon.com/images/M/MV5BMTM5OTMyMjIxOV5BMl5BanBnXkFtZTcwNzU4MjIwNQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",1454029,https://www.imdb.com/title/tt1454029/,22 min,16,"17,431",8.4,Posters/1454029.jpg
Home Improvement,(1991–1999),"Drama,Thriller,War","In the Nazi-occupied Netherlands during World War II, a Jewish singer infiltrates the regional Gestapo headquarters for the Dutch resistance.","https://m.media-amazon.com/images/M/MV5BMTIzMjc2ODQ2NV5BMl5BanBnXkFtZTYwODkzNTA3._V1_QL75_UX280_CR0,3,280,414_.jpg",389557,https://www.imdb.com/title/tt0389557/,93 min,UA,"358,049",7.3,Posters/389557.jpg
The Little Things,(2021),"Animation,Action,Adventure","An ordinary boy finds a magic amulet that chooses him to be a Trollhunter, a guardian that defends the world of humans and the secret world of trolls.","https://m.media-amazon.com/images/M/MV5BN2Y2YWE0ZDMtNzQzMC00MDI0LThlZjAtMWY4YjZlYWM2OWFjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX280_CR0,3,280,414_.jpg",1734135,https://www.imdb.com/title/tt1734135/,114 min,UA,"453,024",6.5,Posters/1734135.jpg
Trollhunters,(2016–2018),"Horror,Thriller","Desperate to help her ailing brother, a young woman unknowingly agrees to compete in a deadly game of ""Would You Rather,"" hosted by a sadistic aristocrat.","https://m.media-amazon.com/images/M/MV5BNTI1ODY3MTQwNl5BMl5BanBnXkFtZTcwMjU5MjMxOQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",1999995,https://www.imdb.com/title/tt1999995/,30 min,A,"224,393",7.1,Posters/1999995.jpg
Would You Rather,(2012),"Drama,Romance,Thriller","A reimagining of Hamlet, told from Ophelia's perspective.","https://m.media-amazon.com/images/M/MV5BMTU2OTAxNjI2OV5BMl5BanBnXkFtZTgwNzc2NjUwODM@._V1_QL75_UX280_CR0,3,280,414_.jpg",5690810,https://www.imdb.com/title/tt5690810/,106 min,A,"106,805",6.3,Posters/5690810.jpg
Ophelia,(I) (2018),Comedy,"A spinoff of The Goldbergs set in the 1990s that follows the faculty of William Penn Academy who, despite their eccentricities and crazy personal lives, are heroes to their students.","https://m.media-amazon.com/images/M/MV5BYjVmYTNiOWQtMWMzYi00NTYxLThlZmUtOWFiYzZjMjRjYTFhXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_QL75_UX280_CR0,3,280,414_.jpg",6546758,https://www.imdb.com/title/tt6546758/,45 min,R,"17,718",6.4,Posters/6546758.jpg
Come from Away,(2021),"Comedy,Drama,Musical","7,000 passengers are stranded after the 9/11 terrorist attacks in a small town in Newfoundland, where they were housed and welcomed. Filmed live on stage at the Gerald Schoenfeld Theater in New York City.","https://m.media-amazon.com/images/M/MV5BMDQ3NDc1MGMtNWY2ZC00MmZjLTg3MWEtODZkOTNjMzI1N2Y5XkEyXkFqcGdeQXVyNTk5NTQzNDI@._V1_QL75_UX280_CR0,3,280,414_.jpg",7638556,https://www.imdb.com/title/tt7638556/,138 min,U,"341,149",7.6,Posters/7638556.jpg
Cosmos: Possible Worlds,(2020),Documentary,"""Cosmos: A Spacetime Odyssey"" returns for a second season. Ann Druyan, original creative collaborator to Carl Sagan, serves as executive producer.","https://m.media-amazon.com/images/M/MV5BMjE4YjZkNWUtOWFkZi00YTE5LTk0M2UtYWU4N2ViZjg4ZDE4XkEyXkFqcGdeQXVyMTAwMzM3NDI3._V1_QL75_UX280_CR0,3,280,414_.jpg",11170862,https://www.imdb.com/title/tt11170862/,116 min,16,"177,536",6.8,Posters/11170862.jpg
War Dogs,(2016),"Biography,Comedy,Crime","Loosely based on the true story of two young men, David Packouz and Efraim Diveroli, who won a three hundred million dollar contract from the Pentagon to arm America's allies in Afghanistan.","https://m.media-amazon.com/images/M/MV5BMjEyNzQ0NzM4MV5BMl5BanBnXkFtZTgwMDI0ODM2OTE@._V1_QL75_UX280_CR0,3,280,414_.jpg",2005151,https://www.imdb.com/title/tt2005151/,109 min,UA 7+,"20,735",5.6,Posters/2005151.jpg
Pleasure,(2021),Drama,"In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right.","https://m.media-amazon.com/images/M/MV5BMjI4MzU5NTExNF5BMl5BanBnXkFtZTgwNzY1MTEwMDI@._V1_QL75_UX280_CR0,3,280,414_.jpg",3521164,https://www.imdb.com/title/tt3521164/,126 min,PG-13,"29,722",6.5,Posters/3521164.jpg
Moana,(I) (2016),"Animation,Adventure,Comedy","Charismatic rancher Phil Burbank inspires fear and awe in those around him. When his brother brings home a new wife and her son, Phil torments them until he finds himself exposed to the possibility of love.","https://m.media-amazon.com/images/M/MV5BZGRhYjE2NWUtN2FkNy00NGI3LTkxYWMtMDk4Yjg5ZjI3MWI2XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UX280_CR0,3,280,414_.jpg",10293406,https://www.imdb.com/title/tt10293406/,98 min,R,"34,666",6.6,Posters/10293406.jpg
The Power of the Dog,(2021),"Drama,Romance,Western","When city girl Gabriela spontaneously enters a contest and wins a rustic New Zealand inn, she teams up with bighearted contractor Jake Taylor to fix and flip it.","https://m.media-amazon.com/images/M/MV5BNWE1NmMzNjUtMDc3NS00ZjBlLTllMTktZTVkMWQzZGVlYzdhXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",9860728,https://www.imdb.com/title/tt9860728/,87 min,PG-13,"27,776",5.8,Posters/9860728.jpg
Falling Inn Love,(2019),"Comedy,Romance",It follows a troubled married couple as they imprison their six children due to their intense religious ideology.,"https://m.media-amazon.com/images/M/MV5BZDM2ZGVhYTItNTVjMS00YjJiLWExMmEtYjgwYTNmMDRiNDE0XkEyXkFqcGdeQXVyNTg5MzEyMTU@._V1_QL75_UX280_CR0,3,280,414_.jpg",21335046,https://www.imdb.com/title/tt21335046/,112 min,R,"26,547",6.8,Posters/21335046.jpg
House of Chains,(2022 TV Movie),"Drama,Thriller","In a remote woodland cabin, a small-town doctor discovers Nell - a beautiful young hermit-woman with many secrets.","https://m.media-amazon.com/images/M/MV5BYjU5NDMyNjUtNmFiNi00NWNhLWFhMmUtNjJlYzEwYzM4YzViXkEyXkFqcGdeQXVyMTQ4NDY5OTc@._V1_QL75_UX280_CR0,3,280,414_.jpg",110638,https://www.imdb.com/title/tt0110638/,97 min,PG-13,"12,033",6.5,Posters/110638.jpg
Nell,(1994),Drama,"Eight unsuspecting high school seniors at a posh boarding school, who delight themselves on playing games of lies, come face-to-face with terror and learn that nobody believes a liar - even when they're telling the truth.","https://m.media-amazon.com/images/M/MV5BODA0ODMyNDA2N15BMl5BanBnXkFtZTcwNDAxMDAzMQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",384286,https://www.imdb.com/title/tt0384286/,90 min,PG-13,"92,905",5.6,Posters/384286.jpg
Cry Wolf,(2005),"Drama,Horror,Mystery",A suicidally disillusioned liberal politician puts a contract out on himself and takes the opportunity to be bluntly honest with his voters by affecting the rhythms and speech of hip-hop music and culture.,"https://m.media-amazon.com/images/M/MV5BMTY2NTM5NjIyOV5BMl5BanBnXkFtZTgwMzUwNzc3NjE@._V1_QL75_UX280_CR0,3,280,414_.jpg",118798,https://www.imdb.com/title/tt0118798/,108 min,R,"73,363",7.0,Posters/118798.jpg
Bulworth,(1998),"Comedy,Drama,Romance","A small wooden box arrives on the doorstep of a married couple, who know that opening it will grant them a million dollars and kill someone they don't know.","https://m.media-amazon.com/images/M/MV5BMTI4MDA5NjIwM15BMl5BanBnXkFtZTcwNTA2MjY0Mg@@._V1_QL75_UX280_CR0,3,280,414_.jpg",362478,https://www.imdb.com/title/tt0362478/,115 min,13+,"9,324",7.4,Posters/362478.jpg
The Box,(I) (2009),"Drama,Mystery,Thriller","A family on the brink of splitting up become the owners of a cutting-edge robot being sought by a corporation, homicide investigators and terrorists.","https://m.media-amazon.com/images/M/MV5BZTk3ZjhlZGEtOTg1My00NDBjLTk2MmUtZWRhMjNhMzI2ZTgzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX280_CR0,3,280,414_.jpg",8285216,https://www.imdb.com/title/tt8285216/,52 min,UA,"144,247",7.1,Posters/8285216.jpg
The Thirteenth Floor,(1999),"Mystery,Sci-Fi,Thriller","The story of the first major battle of the American phase of the Vietnam War, and the soldiers on both sides that fought it, while their wives wait nervously and anxiously at home for the good news or the bad news.","https://m.media-amazon.com/images/M/MV5BZTk3NTc4MTktNjFmZC00ZjdjLWE0ZjgtNTM4NzdmMDBjOTcxXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_QL75_UX280_CR0,3,280,414_.jpg",277434,https://www.imdb.com/title/tt0277434/,138 min,UA,"28,295",6.6,Posters/277434.jpg
"Luchshe, chem lyudi",(2018–2019),"Drama,Sci-Fi","John and Max resolve to save their beloved bait shop from turning into an Italian restaurant, just as its new female owner catches Max's attention.","https://m.media-amazon.com/images/M/MV5BMjQxM2YyNjMtZjUxYy00OGYyLTg0MmQtNGE2YzNjYmUyZTY1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX280_CR0,3,280,414_.jpg",113228,https://www.imdb.com/title/tt0113228/,101 min,UA,"170,073",6.3,Posters/113228.jpg
We Were Soldiers,(2002),"Action,Drama,History",A demystified take on the tale of King Arthur and the Knights of the Round Table.,"https://m.media-amazon.com/images/M/MV5BMTk4MTk1NjI0OV5BMl5BanBnXkFtZTcwNDQxOTUyMQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",349683,https://www.imdb.com/title/tt0349683/,126 min,PG,"6,775",9.1,Posters/349683.jpg
Grumpier Old Men,(1995),"Comedy,Romance","While seeking answers regarding the death of the twin brother he never knew he had, a French cop and his sibling's fiancée find themselves pursued by corrupt FBI agents and the Russian mafia.","https://m.media-amazon.com/images/M/MV5BMzY5ZWQ0OTMtZjdiYy00YzhmLTg5MDAtMzRlMTllMDliMDJkXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_QL75_UX280_CR0,3,280,414_.jpg",117011,https://www.imdb.com/title/tt0117011/,101 min,A,"22,730",5.5,Posters/117011.jpg
Maximum Risk,(1996),"Comedy,Drama,Romance",Centers on the rich Cryer and Harrington families (the haves) and the poor Young family (the have nots) whose lives intertwine when Hanna Young starts working for the Cryers.,"https://m.media-amazon.com/images/M/MV5BZmQ5MjY2OWEtZGJhNC00ZGI0LWE5NDMtMTdiMzhmYTk4NjM4XkEyXkFqcGdeQXVyMjYwNDA2MDE@._V1_QL75_UX280_CR0,3,280,414_.jpg",2729716,https://www.imdb.com/title/tt2729716/,42 min,UA 16+,"3,477",5.9,Posters/2729716.jpg
Necessary Roughness,(2011–2013),"Biography,Drama,History","After disaster strikes Earth, a marine biologist on a submarine research mission must fight to survive with the crew as a conspiracy comes to light.","https://m.media-amazon.com/images/M/MV5BMTExYzViMzktNDcxZi00ZjRmLWEzNGQtZTIyMzRiNWVkMzg1XkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UX280_CR0,3,280,414_.jpg",13317454,https://www.imdb.com/title/tt13317454/,45 min,PG-13,"7,015",6.1,Posters/13317454.jpg
Kundun,(1997),"Crime,Drama,Mystery","When a tragedy strikes close to home, four police officers struggle with their faith and their roles as husbands and fathers. Together they make a decision that will change all of their lives.","https://m.media-amazon.com/images/M/MV5BZTJiZWE4NmYtYTA4MC00MjE5LTk1NTItYzg2YjU5YWNjNGNiXkEyXkFqcGdeQXVyMzI4NzU1MzA@._V1_QL75_UX280_CR0,3,280,414_.jpg",1630036,https://www.imdb.com/title/tt1630036/,130 min,UA 16+,"20,900",6.8,Posters/1630036.jpg
The Haves and the Have Nots,(2013–2021),"Action,Adventure,Drama","After being mistaken for younger than she really is, a single mother decides to take the chance to reboot her career and her love life as a 26-year old.","https://m.media-amazon.com/images/M/MV5BMWE0YmQ1NTAtYjAyMi00MTM4LWFmMTItYzA2ODU0NWUwZTczXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UX280_CR0,3,280,414_.jpg",3288518,https://www.imdb.com/title/tt3288518/,22 min,R,"23,794",7.8,Posters/3288518.jpg
Yakamoz S-245,(2022),Drama,Follows a genius engineering graduate who is interested in the Bank of Spain's safe.,"https://m.media-amazon.com/images/M/MV5BZTliM2M5MjktZmY2NC00NjdlLWE5YzUtNDU2NzA0MzkyMDNlXkEyXkFqcGdeQXVyMTE1Nzg4NjY0._V1_QL75_UX280_CR0,3,280,414_.jpg",9742794,https://www.imdb.com/title/tt9742794/,118 min,UA,"26,723",6.4,Posters/9742794.jpg
Courageous,(I) (2011),"Action,Adventure,Thriller","In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey with his ex-wife across the state in order to rescue his daughter.","https://m.media-amazon.com/images/M/MV5BNzZhYmQ2NGMtZmRmYi00NzgzLTllNmUtNDQwZDAxMmE3NzI0XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UX280_CR0,3,280,414_.jpg",2126355,https://www.imdb.com/title/tt2126355/,114 min,A,"241,263",6.1,Posters/2126355.jpg
Way Down,(2021),"Action,Adventure,Thriller","When her mother disappears, Clary Fray learns that she descends from a line of warriors who protect our world from demons. She joins forces with others like her and heads into a dangerous alternate New York called the Shadow World.","https://m.media-amazon.com/images/M/MV5BMTc5NzAyOTQyNF5BMl5BanBnXkFtZTcwNzQ1MDc4OQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",1538403,https://www.imdb.com/title/tt1538403/,130 min,A,"135,558",5.8,Posters/1538403.jpg
San Andreas,(2015),"Action,Adventure,Fantasy","A desert warrior rises up against the evil army that is destroying his homeland. He captures the enemy's key sorcerer, takes her deep into the desert and prepares for a final showdown.","https://m.media-amazon.com/images/M/MV5BMjkxNTAwNTQ0M15BMl5BanBnXkFtZTYwMTQwMjM3._V1_QL75_UX280_CR0,3,280,414_.jpg",277296,https://www.imdb.com/title/tt0277296/,92 min,16,"140,367",5.5,Posters/277296.jpg
X-Men: The Last Stand,(2006),"Action,Adventure,Sci-Fi",Takes a closer look at what brought about the 2008 financial meltdown.,"https://m.media-amazon.com/images/M/MV5BMTQ3MjkyODA2Nl5BMl5BanBnXkFtZTcwNzQxMTU4Mw@@._V1_QL75_UX280_CR0,3,280,414_.jpg",1645089,https://www.imdb.com/title/tt1645089/,109 min,PG-13,"24,317",7.3,Posters/1645089.jpg
Evil Lives Here,(2016– ),"Documentary,Biography,Crime","Elijah Levi, a successful comedian in 1942 Palestine, is deported by the British authorities to Carthago, a detainee camp, in which he is held with Jewish underground warriors and Nazi criminals.","https://m.media-amazon.com/images/M/MV5BYjMwNTRmNGItMmY1Zi00NWYyLWFjZWMtODI1NjE0MzQ4N2Q3XkEyXkFqcGdeQXVyMjMyMzI4MzY@._V1_QL75_UX280_CR0,3,280,414_.jpg",24222490,https://www.imdb.com/title/tt24222490/,-,U,"1,919",8.0,Posters/24222490.jpg
Carthago,(2022– ),"Comedy,Drama,History","A series set in the fictional village of Pontyberry in the South Wales Valleys centered on the lives of a single mother in her forties, who earns a living doing the locals' ironing, and her family and friends.","https://m.media-amazon.com/images/M/MV5BMTU5ODQ1NDQxNl5BMl5BanBnXkFtZTgwMTAwNzY4MzE@._V1_QL75_UX280_CR0,3,280,414_.jpg",1864017,https://www.imdb.com/title/tt1864017/,60 min,U,"4,182",8.2,Posters/1864017.jpg
We Are Lady Parts,(2021– ),"Comedy,Music","A widowed U.S. President running for reelection and an environmental lobbyist fall in love. It's all above-board, but ""politics is perception,"" and sparks fly anyway.","https://m.media-amazon.com/images/M/MV5BNjhkMmU0M2YtZDUwYi00OWE0LWI5NTktODBjNDc1M2ZlMjI4XkEyXkFqcGdeQXVyNDAxNjkxNjQ@._V1_QL75_UX280_CR0,3,280,414_.jpg",112346,https://www.imdb.com/title/tt0112346/,114 min,16,"90,337",5.5,Posters/112346.jpg
The American President,(1995),"Comedy,Drama,Romance",A popular high school athlete and an academically gifted girl get roles in the school musical and develop a friendship that threatens East High's social order.,"https://m.media-amazon.com/images/M/MV5BZmQ3MWEyNTYtOTY1OC00MTljLWI3OGUtMmU1ZDc2OTYxNDQ4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTczNjQwOTY@._V1_QL75_UX280_CR0,3,280,414_.jpg",475293,https://www.imdb.com/title/tt0475293/,98 min,A,"5,899",6.9,Posters/475293.jpg
